district,sector,trade,priority,recommendation_type,recommendation,reason,supporting_metrics,confidence_score,data_availability
gadchiroli,,turner,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for turner in gadchiroli before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.17, 'current_demand_score': 50.0, 'current_gap': 49.83, 'priority_score': 49.9, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
gondia,,draughtsman mechanical,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for draughtsman mechanical in gondia before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.17, 'current_demand_score': 50.0, 'current_gap': 49.83, 'priority_score': 49.9, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
gondia,,fashion design and technology,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for fashion design and technology in gondia before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.17, 'current_demand_score': 50.0, 'current_gap': 49.83, 'priority_score': 49.9, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
gondia,,painter general,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for painter general in gondia before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.17, 'current_demand_score': 50.0, 'current_gap': 49.83, 'priority_score': 49.9, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
hingoli,,fashion design and technology,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for fashion design and technology in hingoli before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.17, 'current_demand_score': 50.0, 'current_gap': 49.83, 'priority_score': 49.9, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
jalgaon,,fashion design and technology,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for fashion design and technology in jalgaon before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.17, 'current_demand_score': 50.0, 'current_gap': 49.83, 'priority_score': 49.9, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
jalna,,electrician under dual system training,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for electrician under dual system training in jalna before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.17, 'current_demand_score': 50.0, 'current_gap': 49.83, 'priority_score': 49.9, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
jalna,,fashion design and technology,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for fashion design and technology in jalna before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.17, 'current_demand_score': 50.0, 'current_gap': 49.83, 'priority_score': 49.9, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
jalna,,machinist under dual training system,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for machinist under dual training system in jalna before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.17, 'current_demand_score': 50.0, 'current_gap': 49.83, 'priority_score': 49.9, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
jalna,,pump operator cum mechanic,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for pump operator cum mechanic in jalna before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.17, 'current_demand_score': 50.0, 'current_gap': 49.83, 'priority_score': 49.9, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
jalna,,solar technician (electrical),Insufficient Data,Data Ingestion Required,Collect further supply and demand data for solar technician (electrical) in jalna before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.17, 'current_demand_score': 50.0, 'current_gap': 49.83, 'priority_score': 49.9, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
jalna,,turner,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for turner in jalna before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.17, 'current_demand_score': 50.0, 'current_gap': 49.83, 'priority_score': 49.9, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
jalna,,welder under dual system training,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for welder under dual system training in jalna before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.17, 'current_demand_score': 50.0, 'current_gap': 49.83, 'priority_score': 49.9, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
jalna,,wireman under dual training system,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for wireman under dual training system in jalna before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.17, 'current_demand_score': 50.0, 'current_gap': 49.83, 'priority_score': 49.9, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
kolhapur,,electroplater,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for electroplater in kolhapur before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.17, 'current_demand_score': 50.0, 'current_gap': 49.83, 'priority_score': 49.9, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
kolhapur,,surface ornamentation techniques (embroidery),Insufficient Data,Data Ingestion Required,Collect further supply and demand data for surface ornamentation techniques (embroidery) in kolhapur before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.17, 'current_demand_score': 50.0, 'current_gap': 49.83, 'priority_score': 49.9, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
latur,,draughtsman mechanical,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for draughtsman mechanical in latur before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.17, 'current_demand_score': 50.0, 'current_gap': 49.83, 'priority_score': 49.9, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
latur,,electrician under dual system training,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for electrician under dual system training in latur before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.17, 'current_demand_score': 50.0, 'current_gap': 49.83, 'priority_score': 49.9, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
